"county","year","cohort","treated","age","female","region","ssb_oz"
8,2012,2013,0,18,1,"South",10.2527403459011
9,2012,2015,0,18,1,"South",14.6115845879679
10,2012,2017,0,53.6833329182216,1,"South",8.64135757690924
11,2012,2013,0,20.0024451746933,0,"Midwest",11.732801327943
12,2012,2015,0,29.0356909808409,0,"South",11.1772577754186
13,2012,2017,0,47.5693922493524,1,"Midwest",8.59076985277117
14,2012,0,0,35.6712999593181,0,"South",4.45154935380163
15,2012,0,0,27.7797394818996,0,"West",16.6931758214882
16,2012,2017,0,24.504627593988,0,"South",11.1888974042056
17,2012,2013,0,25.9257115783622,1,"Northeast",13.8534752032888
18,2012,0,0,43.2248315385887,0,"West",11.2596751484719
19,2012,2013,0,28.9154920275716,0,"South",12.5834995102064
20,2012,2017,0,45.0067705719852,1,"Northeast",7.4689043168389
21,2012,2017,0,39.2539391047977,0,"South",11.2324138105943
22,2012,2017,0,45.3236501088043,0,"Midwest",6.53994993512699
23,2012,2013,0,60.179222341652,0,"Midwest",11.4567865317192
24,2012,0,0,43.9437044672821,1,"Midwest",9.22775073506548
25,2012,2013,0,26.640457516,0,"Northeast",9.47939854311612
26,2012,2013,0,18,0,"South",16.6648364964076
27,2012,2015,0,51.9477434371778,1,"Midwest",14.1762923247457
28,2012,2015,0,47.0546160226366,0,"West",7.21076928282323
29,2012,2015,0,24.4185760303154,0,"West",7.85767157654282
30,2012,2015,0,28.1048780849814,1,"West",4.56411634243047
31,2012,2015,0,49.5452970447932,1,"Midwest",8.60707701661876
32,2012,2013,0,52.2101154082222,0,"Northeast",12.9362735323962
33,2012,2017,0,39.4266578887719,1,"Midwest",10.082081901026
34,2012,2015,0,51.7278913980836,0,"Northeast",4.42918373292327
35,2012,2017,0,23.9257189090171,0,"Northeast",10.7166064212516
36,2012,0,0,33.7525425173692,0,"West",13.6063829354053
37,2012,0,0,35.5246858455911,0,"West",12.4378748752908
38,2012,0,0,25.3717419461843,0,"West",11.0576009743519
39,2012,2013,0,25.067233602137,1,"South",12.7479630748877
40,2012,2015,0,73.7469668303039,0,"South",5.28805398103961
1,2013,0,0,18,1,"West",11.8437635932792
2,2013,0,0,50.8663131043053,0,"Northeast",13.0661639079776
3,2013,2013,1,31.9942026467551,0,"Northeast",6.20955956510575
4,2013,2017,0,46.4332961752527,0,"Northeast",10.7380079143028
5,2013,2017,0,49.9002959181464,1,"South",13.1167341820372
6,2013,0,0,42.1742368726034,0,"West",3.30590236999067
7,2013,2015,0,43.0352631391902,1,"West",13.7643726413204
8,2013,2013,1,68.6116709479357,0,"South",7.95761280462737
9,2013,2015,0,55.7310893974521,0,"South",11.650011027424
10,2013,2017,0,57.5051984987029,1,"South",8.56575807240613
11,2013,2013,1,32.9475129539252,0,"Midwest",10.1942224438048
12,2013,2015,0,31.1662615367332,1,"South",16.7648555826185
13,2013,2017,0,38.7321637528988,0,"Midwest",4.78857970804289
14,2013,0,0,34.9995898876266,0,"South",12.8049275000406
15,2013,0,0,27.7246305400811,0,"West",12.5680571895133
16,2013,2017,0,31.3053350000736,1,"South",13.0860233864222
17,2013,2013,1,43.9036660091861,0,"Northeast",13.6439347253187
18,2013,0,0,62.0999877595947,0,"West",7.68273562674099
19,2013,2013,1,29.3345803107234,0,"South",7.01657340104568
20,2013,2017,0,31.7234433682626,1,"Northeast",9.45419416376819
21,2013,2017,0,53.5812012903559,1,"South",11.4653396655592
22,2013,2017,0,48.4666635445942,0,"Midwest",17.9670160850268
23,2013,2013,1,28.4886756908468,0,"Midwest",18.2892598928154
24,2013,0,0,60.2110651582004,0,"Midwest",16.6943414325663
25,2013,2013,1,29.6797753463314,1,"Northeast",9.96169921623502
26,2013,2013,1,53.0669795078584,1,"South",14.7647148766214
27,2013,2015,0,59.772352545861,1,"Midwest",12.3696845628376
28,2013,2015,0,18,0,"West",12.3531182879641
29,2013,2015,0,53.2304232887095,0,"West",12.5775089215005
30,2013,2015,0,27.0633118341737,0,"West",10.6180357840378
31,2013,2015,0,47.9139668076766,0,"Midwest",11.1280186302786
32,2013,2013,1,28.2548157005497,0,"Northeast",7.73519961079771
33,2013,2017,0,49.4105992353485,1,"Midwest",10.6859522479534
34,2013,2015,0,53.4387952040804,0,"Northeast",11.246109604611
35,2013,2017,0,26.1147390948514,0,"Northeast",15.5477713747615
36,2013,0,0,34.119985827821,0,"West",11.9484978029591
37,2013,0,0,39.8373392328361,0,"West",14.1971649663934
38,2013,0,0,40.266680683402,0,"West",10.4312468008591
39,2013,2013,1,41.0109743994568,1,"South",8.88868602996812
40,2013,2015,0,56.6196662967979,0,"South",14.953198124104
1,2014,0,0,31.9187240238188,1,"West",14.3523047727096
2,2014,0,0,50.5018738158225,0,"Northeast",11.0396013111106
3,2014,2013,1,45.1615039960952,1,"Northeast",6.21817708966721
4,2014,2017,0,53.8061249569084,0,"Northeast",11.7820598752199
5,2014,2017,0,28.6475427786453,1,"South",12.6664044097364
6,2014,0,0,29.1966976339888,0,"West",9.31756244454753
7,2014,2015,0,19.3553219258205,0,"West",12.5958021012257
8,2014,2013,1,38.3879498324618,0,"South",9.52523309226851
9,2014,2015,0,52.3558268221106,1,"South",6.63237248142695
10,2014,2017,0,53.1775223430551,0,"South",13.9348978590899
11,2014,2013,1,29.9961709759706,0,"Midwest",9.62146160372508
12,2014,2015,0,71.5916343218231,1,"South",11.2367343389019
13,2014,2017,0,42.1535080766321,0,"Midwest",9.61548317915272
14,2014,0,0,41.8474261359332,1,"South",7.52994251845983
15,2014,0,0,44.2112243489145,1,"West",12.3318214499218
16,2014,2017,0,39.5042783182058,0,"South",15.1826865841249
17,2014,2013,1,36.0234979150531,1,"Northeast",4.86704646288681
18,2014,0,0,49.3192174433781,0,"West",16.0614285665424
19,2014,2013,1,68.4042271261048,0,"South",5.23359005744468
20,2014,2017,0,49.9428399315997,0,"Northeast",14.5950681075935
21,2014,2017,0,37.9404080541538,1,"South",9.3198275939277
22,2014,2017,0,65.903684565775,1,"Midwest",8.31728648049821
23,2014,2013,1,18,1,"Midwest",9.64083232902353
24,2014,0,0,53.7239049923429,0,"Midwest",13.141034045808
25,2014,2013,1,48.8107488174298,0,"Northeast",8.29603348033649
26,2014,2013,1,44.9359236697322,1,"South",8.71327492095431
27,2014,2015,0,30.6870064252363,0,"Midwest",17.2979931023346
28,2014,2015,0,44.5489187753729,1,"West",9.33659762414838
29,2014,2015,0,52.5428813572335,1,"West",7.1142653484792
30,2014,2015,0,39.4379343268809,1,"West",6.77610671919704
31,2014,2015,0,39.159608245655,1,"Midwest",8.17803282415302
32,2014,2013,1,45.2084375158331,1,"Northeast",7.43334182561042
33,2014,2017,0,38.3521963591967,1,"Midwest",8.18896721150952
34,2014,2015,0,39.0724216482195,0,"Northeast",10.2980314937679
35,2014,2017,0,43.8883189328913,1,"Northeast",10.624844555988
36,2014,0,0,28.0509115362718,0,"West",9.78921747135826
37,2014,0,0,40.8696118934138,1,"West",7.34061287884908
38,2014,0,0,22.9688035790388,0,"West",7.5606442181961
39,2014,2013,1,44.7115857999391,1,"South",6.30659659662196
40,2014,2015,0,27.2551713059291,1,"South",13.1151426075064
1,2015,0,0,52.5898054804438,0,"West",8.28547492488557
2,2015,0,0,28.4285044528081,1,"Northeast",15.9228844533011
3,2015,2013,1,46.7149126983793,1,"Northeast",8.57357071503273
4,2015,2017,0,34.4053040735634,0,"Northeast",19.7109002406138
5,2015,2017,0,18,1,"South",13.6277067364769
6,2015,0,0,49.5263287933915,1,"West",8.89911872774448
7,2015,2015,1,49.8556165833794,0,"West",10.1552003009989
8,2015,2013,1,60.5655839911227,1,"South",7.61043497132775
9,2015,2015,1,24.1802990608295,0,"South",13.9945849622941
10,2015,2017,0,28.1660201180087,1,"South",10.2668233608997
11,2015,2013,1,45.0304910198518,0,"Midwest",9.69534296563695
12,2015,2015,1,80,1,"South",9.04777269294134
13,2015,2017,0,32.9910339172023,1,"Midwest",8.74024636911556
14,2015,0,0,34.5079342697688,1,"South",6.56825197439761
15,2015,0,0,25.5620873700103,0,"West",13.7191574480253
16,2015,2017,0,25.1138624005905,1,"South",13.5627880060484
17,2015,2013,1,18,0,"Northeast",14.6324586936985
18,2015,0,0,61.7772820766353,0,"West",6.66272055400089
19,2015,2013,1,30.1341442348124,0,"South",10.8704583523462
20,2015,2017,0,53.9200476639568,0,"Northeast",3.316078028707
21,2015,2017,0,49.4981490386061,0,"South",11.0965580292389
22,2015,2017,0,38.478684767054,1,"Midwest",13.3752245370136
23,2015,2013,1,39.781538955231,0,"Midwest",8.00020805475985
24,2015,0,0,24.5125681902622,0,"Midwest",16.2323000643337
25,2015,2013,1,37.1697722625616,1,"Northeast",11.3777290832621
26,2015,2013,1,18.9029914373555,0,"South",11.8250217674465
27,2015,2015,1,51.8565785933357,0,"Midwest",8.36922711720981
28,2015,2015,1,54.7618875436391,0,"West",12.7820964154012
29,2015,2015,1,20.3989858098264,1,"West",6.7475913995839
30,2015,2015,1,36.1882737995929,0,"West",13.9244786644187
31,2015,2015,1,40.2447220088911,0,"Midwest",9.19266126730394
32,2015,2013,1,47.7932100427724,0,"Northeast",5.26889640591706
33,2015,2017,0,45.3546471724727,1,"Midwest",13.5710526577163
34,2015,2015,1,30.2398430862112,1,"Northeast",13.4338030692182
35,2015,2017,0,36.5805155523712,1,"Northeast",11.6107507849279
36,2015,0,0,18,0,"West",12.7191658755779
37,2015,0,0,37.4739164132249,0,"West",9.25802613789813
38,2015,0,0,29.0639611129169,0,"West",12.3252303448499
39,2015,2013,1,37.1119461852879,0,"South",10.2128055283632
40,2015,2015,1,27.8630019898127,0,"South",12.4337752445093
1,2016,0,0,26.1329271999622,1,"West",14.3770185853661
2,2016,0,0,19.1059623075951,0,"Northeast",11.8916127906862
3,2016,2013,1,26.7391520798306,0,"Northeast",9.18044522122076
4,2016,2017,0,44.0609998612478,0,"Northeast",9.95029753537465
5,2016,2017,0,45.5436503138536,1,"South",9.69365112922433
6,2016,0,0,18,0,"West",13.1202356389542
7,2016,2015,1,41.1250638142769,1,"West",14.0684249871615
8,2016,2013,1,22.6468035120135,0,"South",8.42730346232931
9,2016,2015,1,51.7791984340457,0,"South",7.65407804367433
10,2016,2017,0,31.5451824029006,0,"South",14.2718203929165
11,2016,2013,1,41.427554139339,0,"Midwest",9.51300613386993
12,2016,2015,1,59.6220377303403,1,"South",9.37704446095363
13,2016,2017,0,47.7559475115974,1,"Midwest",9.5763402086475
14,2016,0,0,49.278318199906,0,"South",6.28709067342522
15,2016,0,0,37.7411422972895,0,"West",11.4923318590654
16,2016,2017,0,49.7222172020179,1,"South",7.38542124843459
17,2016,2013,1,62.7796076652904,1,"Northeast",4.41935519636564
18,2016,0,0,20.185073871426,1,"West",8.82273393761882
19,2016,2013,1,37.0853895976743,0,"South",13.7915501075447
20,2016,2017,0,45.9450685861523,1,"Northeast",8.46257646126489
21,2016,2017,0,41.5158962797739,0,"South",11.742172822241
22,2016,2017,0,31.1480932254291,0,"Midwest",11.3839881009327
23,2016,2013,1,43.8579095952245,1,"Midwest",10.3814900814264
24,2016,0,0,19.6220426461432,0,"Midwest",10.8345653615957
25,2016,2013,1,18,1,"Northeast",10.6037610941246
26,2016,2013,1,58.7781179918259,1,"South",13.6082855114069
27,2016,2015,1,32.8875754786682,0,"Midwest",12.3784267198818
28,2016,2015,1,35.9780831194621,0,"West",7.1302304327489
29,2016,2015,1,62.1730383288791,0,"West",5.72817410997028
30,2016,2015,1,33.0238483649335,0,"West",11.2402870316619
31,2016,2015,1,39.5914857273883,1,"Midwest",6.51649923111175
32,2016,2013,1,18,1,"Northeast",9.09008220216724
33,2016,2017,0,48.30349239827,1,"Midwest",7.81354702982174
34,2016,2015,1,21.2631593050122,1,"Northeast",3.56018269047486
35,2016,2017,0,38.6340552292099,0,"Northeast",10.3312978735492
36,2016,0,0,54.8582346512307,1,"West",10.7591866357134
37,2016,0,0,31.8498014678317,1,"West",9.71939334997338
38,2016,0,0,62.7981593011615,0,"West",14.6293905208017
39,2016,2013,1,18,1,"South",13.3549324327059
40,2016,2015,1,33.8320646483272,1,"South",10.5368226050019
1,2017,0,0,27.0759937197587,0,"West",7.31063408401333
2,2017,0,0,44.5759498715957,0,"Northeast",9.35507444142248
3,2017,2013,1,56.361346168291,1,"Northeast",11.6385589605951
4,2017,2017,1,61.1089470446533,0,"Northeast",3.4496338387978
5,2017,2017,1,31.8255123459201,1,"South",12.4751289671223
6,2017,0,0,26.5380750959093,1,"West",13.0960895778766
7,2017,2015,1,47.5676919082331,1,"West",8.43459742221893
8,2017,2013,1,37.5167663302486,1,"South",7.59290270454168
9,2017,2015,1,43.7847189779118,1,"South",7.57185049555207
10,2017,2017,1,36.2392415397218,1,"South",9.53261598909947
11,2017,2013,1,80,1,"Midwest",4.61324305066091
12,2017,2015,1,30.3858893417937,1,"South",7.50437567385263
13,2017,2017,1,55.3648681123748,1,"Midwest",7.44250129986003
14,2017,0,0,45.2107342414615,0,"South",9.56571327757082
15,2017,0,0,32.5996277277356,0,"West",11.5192315447348
16,2017,2017,1,57.4278931780534,1,"South",8.17880992640394
17,2017,2013,1,24.3165806984947,1,"Northeast",5.10634140006397
18,2017,0,0,19.6707061028703,0,"West",10.2407973220052
19,2017,2013,1,53.117188821076,0,"South",9.12117688997897
20,2017,2017,1,18,0,"Northeast",9.8236773343016
21,2017,2017,1,80,1,"South",11.7147500249909
22,2017,2017,1,30.3923028911105,0,"Midwest",10.3130688118582
23,2017,2013,1,31.6572930657909,0,"Midwest",11.078181656099
24,2017,0,0,55.0130211832985,0,"Midwest",11.5450053398095
25,2017,2013,1,31.9151047194135,0,"Northeast",5.32811341673382
26,2017,2013,1,31.1689678780201,1,"South",7.56947546564415
27,2017,2015,1,40.0639093672343,1,"Midwest",4.04867225193177
28,2017,2015,1,67.2979616339606,0,"West",10.4069495064015
29,2017,2015,1,38.9427133092806,0,"West",11.4052745550452
30,2017,2015,1,22.9760305488663,1,"West",13.9324877628603
31,2017,2015,1,20.4557907233223,0,"Midwest",14.6255342518781
32,2017,2013,1,71.754054726997,1,"Northeast",0.525172824593986
33,2017,2017,1,62.4368552583772,0,"Midwest",11.6428006509457
34,2017,2015,1,66.2554956818549,0,"Northeast",8.00425428872827
35,2017,2017,1,43.4573695722129,1,"Northeast",4.91509260634847
36,2017,0,0,74.7410675122399,1,"West",8.94768498035499
37,2017,0,0,35.8834509677635,0,"West",6.652485848859
38,2017,0,0,52.0203526279937,1,"West",14.7059502778845
39,2017,2013,1,71.1215134862662,1,"South",3.21888479289596
40,2017,2015,1,52.7443047800758,0,"South",11.7304434136216
1,2018,0,0,29.1816535662375,0,"West",16.7457781772475
2,2018,0,0,18,0,"Northeast",9.89947340370249
3,2018,2013,1,32.1393424858846,1,"Northeast",6.26313554885731
4,2018,2017,1,37.4953903636312,0,"Northeast",7.88242113306594
5,2018,2017,1,18,0,"South",8.68419560876202
6,2018,0,0,39.1775222982991,1,"West",7.1735942921623
7,2018,2015,1,18,0,"West",9.78948820833531
8,2018,2013,1,51.131434595513,0,"South",9.39514717352818
9,2018,2015,1,48.6820550643768,0,"South",14.6598053982187
10,2018,2017,1,33.5901402853555,0,"South",12.4662362145425
11,2018,2013,1,43.3304425358673,0,"Midwest",6.61998194548697
12,2018,2015,1,38.0548829600372,1,"South",8.55268540047752
13,2018,2017,1,30.7324433954899,0,"Midwest",14.6508797063503
14,2018,0,0,43.895463729222,0,"South",11.8709937600463
15,2018,0,0,32.3156779082899,0,"West",11.834727257435
16,2018,2017,1,36.0751830221269,0,"South",14.68001509265
17,2018,2013,1,39.2636816204705,0,"Northeast",10.6772661114564
18,2018,0,0,21.4024383976494,0,"West",15.0975111838077
19,2018,2013,1,49.8949313652459,0,"South",10.3848147468054
20,2018,2017,1,22.2500710865792,0,"Northeast",15.42779657957
21,2018,2017,1,67.1340388919846,0,"South",7.77377350974773
22,2018,2017,1,28.5321423338665,0,"Midwest",11.6640756269036
23,2018,2013,1,43.1490385948118,0,"Midwest",10.59823893794
24,2018,0,0,42.960325645519,1,"Midwest",11.8005855718847
25,2018,2013,1,40.8650709836684,1,"Northeast",7.79106256347753
26,2018,2013,1,33.3644588429344,1,"South",4.48419881458184
27,2018,2015,1,57.1590233789883,0,"Midwest",10.3566929712723
28,2018,2015,1,70.549288532663,1,"West",4.03931255449837
29,2018,2015,1,18,1,"West",12.7063381476168
30,2018,2015,1,65.8349663306437,1,"West",7.07128212155031
31,2018,2015,1,34.9249201513453,1,"Midwest",10.4508886526922
32,2018,2013,1,54.9248586464625,0,"Northeast",5.58796123794921
33,2018,2017,1,40.3697844737909,0,"Midwest",10.3847477807723
34,2018,2015,1,42.9174653525903,0,"Northeast",10.8333111685744
35,2018,2017,1,48.2025017753818,1,"Northeast",11.9935076403085
36,2018,0,0,67.6904851231124,0,"West",8.89767428217077
37,2018,0,0,29.711975148087,1,"West",15.1767871544482
38,2018,0,0,39.1533754407278,0,"West",11.1769803942304
39,2018,2013,1,58.2865084571924,1,"South",9.58584175018971
40,2018,2015,1,38.2122568901024,1,"South",9.34580906638013
1,2019,0,0,24.0701686348268,1,"West",6.6555724353425
2,2019,0,0,27.3765840739756,0,"Northeast",8.64844998692978
3,2019,2013,1,52.2373737793303,0,"Northeast",6.58346149479494
4,2019,2017,1,27.1209866733212,0,"Northeast",13.9100010417529
5,2019,2017,1,38.9743170129369,1,"South",8.1675999201007
6,2019,0,0,18,1,"West",7.24052062742737
7,2019,2015,1,66.6743273560265,0,"West",8.12216863251569
8,2019,2013,1,61.3095982158133,1,"South",2.17105675240052
9,2019,2015,1,26.3012435406951,1,"South",4.6694426036114
10,2019,2017,1,42.348026430216,1,"South",14.1025208050635
11,2019,2013,1,32.4983948244963,1,"Midwest",2.9848185578856
12,2019,2015,1,35.9840455314,1,"South",10.2078062202361
13,2019,2017,1,19.9340045551922,0,"Midwest",9.22650205645969
14,2019,0,0,43.1535077753426,1,"South",6.12839856545583
15,2019,0,0,34.7504230794977,1,"West",9.71688659877543
16,2019,2017,1,38.9933220188712,0,"South",11.5631357280511
17,2019,2013,1,47.9965095136824,0,"Northeast",11.6572096317754
18,2019,0,0,42.873414234647,1,"West",9.94659895098095
19,2019,2013,1,45.2590400597227,1,"South",0.172940552310626
20,2019,2017,1,53.4126593487682,1,"Northeast",6.95850873575201
21,2019,2017,1,24.6527240756413,1,"South",6.48566964437729
22,2019,2017,1,59.3962333394612,1,"Midwest",16.1218068916985
23,2019,2013,1,56.4144714546163,1,"Midwest",6.83440254198134
24,2019,0,0,41.8694590337222,0,"Midwest",9.15224343730426
25,2019,2013,1,31.0536387505864,0,"Northeast",5.55190784032588
26,2019,2013,1,27.1024318968354,0,"South",10.9678461004728
27,2019,2015,1,45.9911484805652,0,"Midwest",7.79265937955705
28,2019,2015,1,37.5143468835144,0,"West",9.03328628825277
29,2019,2015,1,28.4354508843053,1,"West",5.11823463503239
30,2019,2015,1,56.0654429010506,0,"West",8.38141853675428
31,2019,2015,1,38.0103622711361,1,"Midwest",7.52352842857605
32,2019,2013,1,33.4655668261521,0,"Northeast",5.21939219134593
33,2019,2017,1,42.1458667071482,0,"Midwest",7.49323571948193
34,2019,2015,1,39.6808998580565,1,"Northeast",12.5187754392828
35,2019,2017,1,28.6151164328514,0,"Northeast",6.17158596881295
36,2019,0,0,66.3225840042168,0,"West",13.3137312426682
37,2019,0,0,35.3574287347613,0,"West",11.5302589774644
38,2019,0,0,20.5111475441407,0,"West",12.6534276750433
39,2019,2013,1,51.6514348276643,0,"South",5.24615292765097
40,2019,2015,1,33.0872651110347,0,"South",10.9695148675722
1,2010,0,0,18,1,"West",10.7676388313857
2,2010,0,0,45.8155906107235,1,"Northeast",7.5820294553583
3,2010,2013,0,28.3064331436736,1,"Northeast",6.31109328928861
4,2010,2017,0,42.0510663021136,0,"Northeast",5.27209984670201
5,2010,2017,0,30.8383552692319,1,"South",5.57011695487174
6,2010,0,0,55.0217668594282,0,"West",12.0539663000855
7,2010,2015,0,35.523655410971,0,"West",15.9536157988375
8,2010,2013,0,41.7746954298676,0,"South",9.8745188491596
9,2010,2015,0,37.2036358287821,1,"South",10.0028326190139
10,2010,2017,0,30.929279578859,0,"South",11.9063161868592
11,2010,2013,0,73.3150423397105,1,"Midwest",12.3083053309395
12,2010,2015,0,50.2866142499654,1,"South",13.4743493985803
13,2010,2017,0,60.6872682289554,0,"Midwest",13.7938166357283
14,2010,0,0,36.3040348658098,1,"South",14.0570319509372
15,2010,0,0,42.7326058990688,0,"West",14.2482153098316
16,2010,2017,0,69.3785325867828,1,"South",12.4278094763851
17,2010,2013,0,58.3406617065255,1,"Northeast",8.23192854345533
18,2010,0,0,56.3314264596877,0,"West",10.5261739732349
19,2010,2013,0,32.2364614625589,1,"South",12.3446352040627
20,2010,2017,0,33.0970127214635,1,"Northeast",12.7873650117936
21,2010,2017,0,54.6701403894348,0,"South",9.0522430295247
22,2010,2017,0,22.4733164009357,0,"Midwest",12.1138667943039
23,2010,2013,0,58.1209499906908,1,"Midwest",10.11380790736
24,2010,0,0,64.145244187151,1,"Midwest",11.0832382849384
25,2010,2013,0,42.9735078391448,0,"Northeast",12.9427247134098
26,2010,2013,0,18,0,"South",15.9737183259608
27,2010,2015,0,54.2008733721608,1,"Midwest",10.4960064654719
28,2010,2015,0,32.7849051145522,1,"West",12.0886373021599
29,2010,2015,0,37.5511092891205,1,"West",15.338563112816
30,2010,2015,0,50.4378496093909,0,"West",22.0358292277781
31,2010,2015,0,18,1,"Midwest",9.76790448049204
32,2010,2013,0,33.3806052510795,1,"Northeast",5.95031760734368
33,2010,2017,0,26.8677602454694,1,"Midwest",10.1482768085934
34,2010,2015,0,52.1233563143283,1,"Northeast",11.5980165674732
35,2010,2017,0,26.2088322804368,0,"Northeast",11.5361162936764
36,2010,0,0,33.5679290030012,1,"West",9.25575123956257
37,2010,0,0,52.8037103140117,1,"West",9.99325140995559
38,2010,0,0,37.372050456334,1,"West",13.3445923107083
39,2010,2013,0,37.3340487949869,1,"South",11.2609374504355
40,2010,2015,0,40.4532561174489,0,"South",14.3438624244954
1,2011,0,0,33.5982196142014,1,"West",9.33623008539162
2,2011,0,0,18,0,"Northeast",11.3215180527279
3,2011,2013,0,26.03072570513,0,"Northeast",7.04461928618847
4,2011,2017,0,30.8860083375434,0,"Northeast",11.6349672273932
5,2011,2017,0,23.9067218314514,0,"South",8.28260907115626
6,2011,0,0,47.1241231013828,0,"West",6.66372952340235
7,2011,2015,0,46.4196489123081,0,"West",12.8492568615174
8,2011,2013,0,38.2834257515917,1,"South",7.96443877905637
9,2011,2015,0,49.4484894765791,1,"South",8.2003176718483
10,2011,2017,0,40.4413755790327,1,"South",11.7944264699667
11,2011,2013,0,23.2161886418441,0,"Midwest",12.8760378392427
12,2011,2015,0,49.3011039115655,0,"South",9.51099022116288
13,2011,2017,0,40.619408702291,0,"Midwest",13.8095230235534
14,2011,0,0,23.2107663507026,1,"South",12.853274391771
15,2011,0,0,59.4079827870319,1,"West",6.58479579545703
16,2011,2017,0,51.4187579946388,0,"South",13.6672058392018
17,2011,2013,0,49.9089506188539,0,"Northeast",9.67724966545745
18,2011,0,0,46.6018412452757,0,"West",17.4487939119103
19,2011,2013,0,41.2104123298558,0,"South",13.5724260570757
20,2011,2017,0,32.5622985015173,0,"Northeast",13.9927290929613
21,2011,2017,0,18,0,"South",14.7434476803535
22,2011,2017,0,31.7227543862542,1,"Midwest",11.0373959762197
23,2011,2013,0,68.5786516356239,0,"Midwest",5.02563858593517
24,2011,0,0,48.2363037827942,1,"Midwest",8.55858549468435
25,2011,2013,0,42.0693570162909,1,"Northeast",10.0887218265312
26,2011,2013,0,60.6392219698923,1,"South",5.49440763312361
27,2011,2015,0,24.3366067240728,1,"Midwest",7.48451004860337
28,2011,2015,0,34.2734246489942,1,"West",14.5492519558011
29,2011,2015,0,46.1434280153098,1,"West",10.575604357403
30,2011,2015,0,31.4312870715048,1,"West",15.6091834294693
31,2011,2015,0,56.4263739620041,0,"Midwest",13.7926772865295
32,2011,2013,0,38.0661051533176,1,"Northeast",11.844872328145
33,2011,2017,0,29.4261553262709,1,"Midwest",9.00914845403739
34,2011,2015,0,18,1,"Northeast",13.1061302029484
35,2011,2017,0,25.7909330748507,0,"Northeast",11.2974830659746
36,2011,0,0,49.865938891964,1,"West",11.271925362634
37,2011,0,0,57.9756505960466,0,"West",11.8536910669009
38,2011,0,0,46.6332668945913,1,"West",9.91508140002195
39,2011,2013,0,50.8605194404904,1,"South",10.4803617897731
40,2011,2015,0,39.1527866658907,0,"South",12.8056106193033
1,2012,0,0,45.278245061042,0,"West",13.3695213345549
2,2012,0,0,52.0318684689747,0,"Northeast",10.8388252271205
3,2012,2013,0,46.1862533591549,1,"Northeast",9.56793444304352
4,2012,2017,0,50.6801480957732,1,"Northeast",4.40932174980004
5,2012,2017,0,39.5348177471411,1,"South",11.4160355660756
6,2012,0,0,23.7584237062582,1,"West",8.23153128395949
7,2012,2015,0,26.3352399525809,1,"West",9.62970350114878
8,2012,2013,0,58.344352477821,0,"South",8.4502537978331
9,2012,2015,0,54.547013974661,0,"South",11.6077482307066
10,2012,2017,0,45.1691186214794,1,"South",7.07021166491774
11,2012,2013,0,52.4624689773898,0,"Midwest",4.66662059510866
12,2012,2015,0,39.0325082485032,1,"South",5.72448882385993
13,2012,2017,0,28.744815799005,1,"Midwest",8.90261724966411
14,2012,0,0,50.2533746956506,0,"South",13.1400568847181
15,2012,0,0,25.7449170569687,0,"West",17.2212357837761
16,2012,2017,0,57.3387507718923,1,"South",11.8689176958105
17,2012,2013,0,54.21019219797,0,"Northeast",8.7702652589416
18,2012,0,0,34.1880649807389,0,"West",12.1087711194328
19,2012,2013,0,25.8071078817857,0,"South",12.5956906840012
20,2012,2017,0,29.9477683380428,1,"Northeast",11.5882495900739
21,2012,2017,0,41.7151336573646,1,"South",11.7991398945585
22,2012,2017,0,36.763976033134,0,"Midwest",8.24039399198422
23,2012,2013,0,42.6065299778974,1,"Midwest",12.4381301057864
24,2012,0,0,49.5711563640666,0,"Midwest",10.4035186928229
25,2012,2013,0,42.9260229999734,1,"Northeast",8.41308803542344
26,2012,2013,0,25.0275145954562,1,"South",14.0719574171439
27,2012,2015,0,41.9961882856559,0,"Midwest",13.8263044751049
28,2012,2015,0,35.1785751430694,0,"West",11.4489342405375
29,2012,2015,0,56.6786259047932,0,"West",12.4426006225615
30,2012,2015,0,73.3521442352146,1,"West",12.6559963525097
31,2012,2015,0,35.4843082161345,1,"Midwest",12.9495814104897
32,2012,2013,0,50.2874335921691,1,"Northeast",7.8668624943368
33,2012,2017,0,39.2267479789499,0,"Midwest",10.3562789699973
34,2012,2015,0,24.5229962535226,0,"Northeast",14.4909988700733
35,2012,2017,0,18,1,"Northeast",10.0545787301741
36,2012,0,0,22.1799532096339,1,"West",17.8440469050449
37,2012,0,0,41.1482252864507,0,"West",11.6317124442203
38,2012,0,0,46.3455104880281,0,"West",9.19333305358829
39,2012,2013,0,34.8953846184483,0,"South",9.39362168790758
40,2012,2015,0,58.5498311249529,0,"South",9.40942731264524
1,2013,0,0,32.7352833706561,0,"West",12.5976036774369
2,2013,0,0,30.0318348223596,1,"Northeast",6.87673462651649
3,2013,2013,1,34.0402649113094,1,"Northeast",6.33917531484168
4,2013,2017,0,50.5188845584906,1,"Northeast",11.7115806058521
5,2013,2017,0,34.2039275529987,0,"South",9.30432619945773
6,2013,0,0,69.0523613361292,1,"West",9.49333098924161
7,2013,2015,0,70.8239727862949,1,"West",5.68720011371353
8,2013,2013,1,58.2763100769966,0,"South",5.54265257190246
9,2013,2015,0,58.7210696847015,1,"South",7.17081657374633
10,2013,2017,0,59.1372351443483,1,"South",11.8740826421933
